Hours_Studied;Attendance;Parental_Involvement;Access_to_Resources;Extracurricular_Activities;Previous_Scores;Motivation_Level;Tutoring_Sessions;Family_Income;Teacher_Quality;Peer_Influence;Learning_Disabilities;Parental_Education_Level;Distance_from_Home;Study_Efficiency;High_Support;Family_Education_Support;Exam_Score
18;90;2;2;0;65;1;4;2;2;2;0;0;2;0.272727273;0;0;68.726735
26;61;0;1;1;95;1;0;2;0;1;0;2;1;0.270833333;0;1;67.183096
16;61;2;2;0;86;1;2;1;0;2;0;1;2;0.183908046;0;0;63.266575
16;66;2;2;1;95;1;1;2;2;2;0;0;2;0.166666667;0;0;64.184543
20;100;2;2;1;91;2;3;1;2;2;0;1;2;0.217391304;0;0;72.760781
28;95;0;2;0;67;1;2;2;2;1;0;1;2;0.411764706;0;0;72.106515
27;91;1;0;0;67;2;1;0;0;1;0;1;1;0.397058824;0;0;70.886778
16;66;0;0;0;68;0;2;1;2;2;0;2;1;0.231884058;1;1;65.492964
28;72;1;2;1;60;2;4;0;2;1;0;2;2;0.459016393;0;0;68.525029
23;87;0;0;1;96;0;1;2;2;2;0;0;2;0.237113402;0;0;71.856129
23;79;2;0;0;77;2;1;1;0;1;0;1;2;0.294871795;0;0;67.816696
16;86;1;1;1;82;1;0;1;2;1;0;1;1;0.192771084;0;0;66.869321
19;62;2;2;0;91;1;1;1;2;2;0;0;2;0.206521739;0;0;63.563689
30;84;0;2;1;72;2;3;2;2;2;0;1;2;0.410958904;0;0;72.133657
24;71;0;2;0;65;2;1;1;2;0;0;1;2;0.363636364;0;0;65.085819
26;62;1;2;0;79;2;1;1;2;2;1;0;2;0.325;0;0;64.334563
20;79;0;2;0;66;1;3;0;2;0;0;0;2;0.298507463;0;0;66.660895
27;86;0;2;1;67;0;5;0;0;2;1;2;2;0.397058824;0;1;73.603508
23;90;1;1;0;50;1;4;2;2;1;0;1;1;0.450980392;0;0;69.263781
20;88;2;0;1;50;2;2;1;2;1;0;1;1;0.392156863;1;0;68.161648
11;81;2;2;1;82;0;3;2;0;1;0;1;2;0.13253012;0;0;66.144932
28;73;0;2;1;71;2;0;2;0;2;0;0;1;0.388888889;0;0;67.929394
18;91;1;0;1;81;0;4;0;2;1;0;1;1;0.219512195;1;0;71.361708
9;96;2;2;1;82;0;0;1;2;2;0;0;2;0.108433735;0;0;67.287704
22;97;2;2;1;54;2;2;0;2;1;0;0;2;0.4;0;0;70.036938
19;97;2;0;0;53;2;2;1;1;1;0;0;1;0.351851852;1;0;69.350046
28;66;2;0;1;97;2;0;2;2;1;0;1;2;0.285714286;0;0;67.193465
16;72;1;2;0;52;2;1;2;0;0;1;0;1;0.301886792;0;0;60.961997
19;64;2;2;1;81;0;1;2;2;0;1;1;1;0.231707317;0;0;61.804141
14;85;0;0;1;77;2;2;1;0;2;0;1;2;0.179487179;1;0;69.33592
32;100;1;0;1;67;2;4;2;2;2;0;1;0;0.470588235;1;0;75.976662
21;77;0;2;0;87;1;1;1;2;1;0;0;2;0.238636364;0;0;67.101909
19;71;2;0;1;94;0;1;0;2;2;0;1;2;0.2;0;0;67.043712
20;69;0;2;0;63;1;2;1;2;0;0;1;1;0.3125;0;0;63.566041
7;64;0;0;0;81;2;2;1;1;2;0;2;1;0.085365854;1;1;63.095517
29;84;0;2;1;90;2;0;2;0;2;0;2;0;0.318681319;0;1;71.921928
21;65;2;2;1;67;2;1;1;2;2;0;0;1;0.308823529;0;0;63.477392
15;78;0;0;1;89;1;0;2;2;1;0;1;2;0.166666667;0;0;66.381647
17;68;2;2;1;63;2;0;1;2;1;0;1;1;0.265625;0;0;61.81535
9;97;0;2;0;68;1;5;2;2;1;0;0;2;0.130434783;0;0;68.302339
22;61;0;1;1;74;2;1;1;2;0;0;1;2;0.293333333;0;0;63.838587
12;97;1;2;1;79;2;1;2;2;0;0;1;2;0.15;0;0;67.561275
27;75;2;1;1;57;2;3;0;1;0;0;1;2;0.465517241;0;0;67.820617
22;65;1;1;1;81;2;1;1;2;1;0;2;2;0.268292683;0;0;65.209989
22;83;2;1;1;66;2;2;2;2;1;0;1;2;0.328358209;0;0;67.925013
18;66;2;2;1;90;2;0;2;2;0;0;2;2;0.197802198;0;0;62.970065
18;88;0;1;1;84;2;1;2;0;2;0;2;1;0.211764706;0;1;70.50342
16;82;2;1;1;75;2;2;2;2;2;0;0;2;0.210526316;0;0;66.885538
25;92;2;2;0;77;2;0;1;2;2;0;1;2;0.320512821;0;0;69.96832
29;87;2;0;1;93;0;1;1;2;1;0;1;1;0.308510638;0;0;71.856692
20;90;0;2;0;70;2;0;2;2;1;0;1;1;0.281690141;0;0;67.398992
20;86;2;1;1;53;2;1;1;0;0;0;1;2;0.37037037;0;0;66.982642
17;92;1;1;1;57;2;2;2;2;2;1;1;1;0.293103448;0;0;67.417908
25;97;1;2;1;78;2;0;2;2;1;0;1;2;0.316455696;0;0;71.315167
15;68;1;2;0;72;1;3;0;1;1;0;1;2;0.205479452;0;0;63.811186
13;60;1;0;1;95;2;1;1;2;2;0;1;2;0.135416667;0;0;63.134416
23;91;2;0;1;62;1;1;2;0;0;0;0;2;0.365079365;0;0;69.516064
29;96;2;2;1;55;1;0;2;2;1;0;2;0;0.517857143;0;0;70.17456
20;86;1;1;0;94;1;2;1;2;0;0;1;0;0.210526316;0;0;67.921576
12;94;2;2;1;78;2;1;2;0;1;0;1;2;0.151898734;0;0;67.564834
23;71;2;2;1;63;1;1;1;0;2;0;1;1;0.359375;0;0;65.793057
28;90;1;2;1;91;2;0;2;2;2;0;0;1;0.304347826;0;0;71.397777
31;93;0;1;1;96;2;2;1;2;2;0;1;2;0.319587629;0;0;75.320024
16;72;2;0;0;53;2;1;0;0;2;0;0;2;0.296296296;0;0;63.825722
17;77;2;2;1;67;1;1;1;2;2;0;0;2;0.25;0;0;65.336036
26;77;2;2;1;98;1;0;0;2;1;0;2;2;0.262626263;0;0;68.761146
23;99;1;2;0;73;2;0;1;2;0;0;0;2;0.310810811;0;0;69.823466
15;78;2;0;0;94;0;0;1;2;2;0;2;1;0.157894737;0;0;65.73194
18;93;1;0;0;75;0;1;0;2;2;0;0;1;0.236842105;0;0;69.361114
27;89;2;2;0;65;2;1;2;2;1;0;1;2;0.409090909;0;0;69.190048
29;98;2;0;1;88;1;3;1;2;1;0;0;2;0.325842697;1;0;75.528482
25;96;2;0;1;69;1;0;1;2;1;0;1;1;0.357142857;0;0;70.719048
23;94;2;0;0;76;1;3;2;2;2;0;1;1;0.298701299;1;0;71.844397
12;81;1;2;1;68;0;0;1;0;0;0;1;2;0.173913043;0;0;64.324676
13;96;2;0;1;100;2;4;2;0;0;0;1;2;0.128712871;1;0;71.422598
22;74;0;0;1;99;2;0;1;2;1;0;0;2;0.22;0;0;67.971867
19;91;0;1;0;59;2;5;2;0;1;0;0;1;0.316666667;0;0;69.725403
18;99;2;0;1;81;1;1;2;2;1;0;2;2;0.219512195;0;0;70.763665
25;99;2;2;1;77;2;0;0;0;1;0;1;2;0.320512821;0;0;72.032058
15;63;2;2;1;86;1;4;0;2;2;0;1;2;0.172413793;0;0;64.497715
22;77;2;2;1;72;2;2;2;0;1;0;1;2;0.301369863;0;0;67.220497
24;72;1;2;1;73;1;1;1;2;2;0;0;1;0.324324324;0;0;66.551041
19;89;0;2;1;95;2;0;2;2;2;0;1;2;0.197916667;0;0;69.779578
15;87;2;2;0;83;2;1;0;0;2;0;1;2;0.178571429;0;0;67.480477
19;85;0;2;1;71;1;1;2;0;2;0;2;1;0.263888889;0;1;69.416688
24;75;1;2;1;89;1;0;2;0;2;0;0;2;0.266666667;0;0;68.330842
18;92;1;2;1;54;2;1;2;2;2;0;1;2;0.327272727;0;0;68.135754
20;97;0;0;1;81;2;1;2;2;2;1;1;2;0.243902439;0;0;71.140008
21;70;0;0;1;72;1;3;2;1;1;0;2;1;0.287671233;1;1;68.393616
5;89;2;2;1;76;0;2;2;2;1;0;0;2;0.064935065;0;0;64.67633
16;73;0;2;1;52;2;2;2;0;2;0;0;2;0.301886792;0;0;64.92005
10;64;2;0;0;96;2;1;2;2;1;0;1;1;0.103092784;0;0;61.043093
24;97;0;2;1;51;2;3;1;2;1;0;2;2;0.461538462;0;1;72.6671
15;87;2;0;1;52;2;2;1;0;2;0;0;2;0.283018868;1;0;67.978127
22;99;0;0;1;51;2;2;0;0;0;1;1;1;0.423076923;1;0;70.97955
9;80;0;1;0;60;2;2;1;2;1;0;1;2;0.147540984;0;0;63.505874
9;83;0;1;1;86;2;0;1;2;0;0;0;0;0.103448276;0;0;63.611594
19;93;0;0;0;84;2;5;1;0;0;0;1;2;0.223529412;1;0;72.401587
15;86;0;0;1;68;2;0;0;2;1;0;0;2;0.217391304;0;0;66.889066
11;99;2;2;0;60;2;1;0;2;2;0;0;2;0.180327869;0;0;66.954073
22;83;2;2;1;73;0;0;1;2;2;0;1;2;0.297297297;0;0;68.057559
17;90;2;0;0;84;2;1;1;1;0;0;1;0;0.2;0;0;66.900792
12;80;2;0;1;61;2;0;0;0;1;0;1;2;0.193548387;0;0;64.306111
23;75;0;0;1;93;2;2;2;1;1;0;2;1;0.244680851;1;1;70.390425
16;76;1;0;1;56;2;1;1;2;2;0;1;2;0.280701754;0;0;65.177541
24;93;1;2;1;62;0;1;0;2;0;0;0;1;0.380952381;0;0;69.432505
9;87;1;2;1;64;2;1;0;2;1;0;1;2;0.138461538;0;0;64.706846
32;97;0;2;1;73;2;0;0;2;0;0;0;2;0.432432432;0;0;73.105064
25;88;0;0;1;58;1;0;1;2;0;0;2;2;0.423728814;0;1;70.354717
30;91;0;1;1;69;2;2;2;0;0;0;1;1;0.428571429;0;0;72.186122
12;90;2;0;1;77;2;3;2;2;2;0;2;2;0.153846154;1;0;68.924619
24;76;1;2;0;78;0;1;2;2;1;1;1;1;0.303797468;0;0;65.762966
21;86;2;1;0;56;2;1;1;0;0;0;0;2;0.368421053;0;0;66.7426
18;91;2;1;0;83;2;2;1;2;1;0;1;2;0.214285714;0;0;68.726251
29;96;1;1;0;89;2;2;1;0;1;0;1;0;0.322222222;0;0;73.04612
23;73;0;2;0;57;2;3;2;2;2;0;0;2;0.396551724;0;0;66.582068
18;94;2;2;1;70;2;2;2;0;0;0;0;2;0.253521127;0;0;68.72907
12;73;0;2;0;60;2;1;1;2;0;0;1;1;0.196721311;0;0;61.255844
12;63;2;0;1;69;1;0;2;0;0;0;0;1;0.171428571;0;0;60.187389
18;72;1;2;1;79;2;1;2;0;2;0;1;1;0.225;0;0;65.397944
23;66;2;0;0;90;2;2;1;2;1;0;1;2;0.252747253;1;0;66.462425
11;79;2;2;1;98;2;2;1;2;1;0;1;2;0.111111111;0;0;65.45751
27;61;2;2;1;70;2;0;2;2;1;0;1;2;0.38028169;0;0;64.020773
29;90;0;1;1;76;1;1;2;1;2;0;1;1;0.376623377;0;0;72.550099
25;85;2;1;1;94;2;3;2;0;2;0;1;1;0.263157895;0;0;71.541049
20;90;2;1;1;97;1;1;2;1;1;0;1;2;0.204081633;0;0;70.25282
25;69;2;2;1;70;1;1;0;0;2;0;1;0;0.352112676;0;0;65.946544
26;94;1;2;0;59;0;4;1;2;1;0;1;2;0.433333333;0;0;71.79185
11;62;1;0;1;87;0;3;1;0;2;0;1;0;0.125;1;0;63.909711
25;65;0;1;1;85;2;2;1;2;0;0;2;2;0.290697674;0;1;67.500633
15;95;2;2;0;77;0;0;1;2;1;0;1;2;0.192307692;0;0;67.499644
17;79;2;0;1;84;2;0;2;2;1;0;1;1;0.2;0;0;65.506879
12;98;1;2;0;59;1;1;0;2;1;0;2;2;0.2;0;0;67.1572
26;84;2;0;1;71;2;0;2;2;1;0;1;2;0.361111111;0;0;68.91471
17;81;0;2;0;64;2;0;0;2;2;1;1;0;0.261538462;0;0;63.931576
22;84;0;2;0;81;2;1;2;1;2;0;1;1;0.268292683;0;0;68.547615
16;70;2;2;1;98;2;2;2;2;2;0;1;1;0.161616162;0;0;65.010812
21;78;0;2;1;97;2;0;2;2;2;0;1;2;0.214285714;0;0;68.27128
20;84;0;2;1;79;2;3;2;2;0;0;0;1;0.25;0;0;67.986989
22;76;0;1;1;66;1;1;1;0;2;0;2;2;0.328358209;0;1;69.15992
26;98;0;1;0;90;1;1;0;1;2;1;2;1;0.285714286;0;1;73.817064
27;94;2;0;0;63;0;0;1;2;1;0;0;2;0.421875;0;0;70.612473
33;77;1;0;1;85;2;0;1;2;1;0;1;0;0.38372093;0;0;69.730287
19;75;2;2;1;90;0;0;2;2;0;0;2;2;0.208791209;0;0;65.368639
18;94;1;1;1;53;1;3;2;0;1;0;1;2;0.333333333;0;0;69.80289
29;63;1;1;1;97;0;3;2;0;0;0;1;2;0.295918367;0;0;68.59415
17;79;1;1;1;88;1;3;2;0;1;0;1;1;0.191011236;0;0;67.786654
20;97;0;2;1;81;0;2;1;1;1;0;1;1;0.243902439;0;0;71.518248
17;94;2;2;0;92;1;2;1;2;0;0;1;2;0.182795699;0;0;68.84901
21;70;2;0;1;62;2;2;1;0;1;0;1;2;0.333333333;1;0;66.393227
21;96;2;0;0;100;2;1;0;2;2;0;0;2;0.207920792;0;0;71.86612
21;67;2;2;0;96;1;3;1;2;1;0;1;0;0.216494845;0;0;64.861754
21;84;0;0;0;90;2;2;2;1;1;0;1;0;0.230769231;1;0;69.356792
7;96;2;0;0;91;2;0;1;2;1;0;0;2;0.076086957;0;0;66.336648
23;75;0;2;0;87;1;1;2;0;2;0;0;2;0.261363636;0;0;68.168192
13;70;2;0;1;66;2;1;2;2;0;0;1;2;0.194029851;0;0;62.053369
14;83;1;1;1;79;2;1;2;1;2;0;1;2;0.175;0;0;66.955782
19;71;2;2;1;91;2;3;0;2;0;0;1;1;0.206521739;0;0;65.329012
14;83;2;2;1;90;2;0;1;1;0;0;0;2;0.153846154;0;0;65.41879
19;60;0;0;1;60;0;1;1;2;2;0;0;2;0.31147541;0;0;63.708337
17;87;2;0;1;79;2;3;1;2;1;1;1;2;0.2125;1;0;68.568582
24;91;2;2;0;52;1;0;0;0;1;0;0;2;0.452830189;0;0;68.53303
21;84;2;2;1;52;1;1;2;0;1;1;0;0;0.396226415;0;0;65.268048
19;77;1;2;1;55;2;0;2;1;2;0;0;1;0.339285714;0;0;64.753256
16;67;2;0;0;90;0;1;0;1;1;0;1;2;0.175824176;0;0;64.319448
18;97;2;0;1;93;2;5;0;2;2;0;0;2;0.191489362;1;0;73.84464
16;64;0;2;1;51;0;4;0;0;1;0;0;2;0.307692308;0;0;64.041638
13;99;2;2;1;58;2;1;1;2;1;0;1;2;0.220338983;0;0;67.45909
20;87;1;2;1;75;0;1;1;2;0;0;2;2;0.263157895;0;0;68.206198
24;74;1;1;1;54;2;1;1;2;1;0;1;2;0.436363636;0;0;66.244078
23;99;1;1;0;59;2;1;2;2;2;0;1;0;0.383333333;0;0;69.963426
9;64;2;1;1;68;1;0;2;2;0;0;1;2;0.130434783;0;0;59.234916
22;70;2;0;1;90;0;1;2;0;1;0;0;0;0.241758242;0;0;66.171883
12;75;2;0;1;58;2;3;2;2;2;0;0;2;0.203389831;1;0;64.835175
16;81;2;0;1;79;2;2;1;0;2;0;0;1;0.2;1;0;67.931673
26;91;0;2;1;57;1;3;2;2;0;0;0;2;0.448275862;0;0;70.734166
21;80;0;1;1;52;2;1;1;2;0;0;1;2;0.396226415;0;0;66.295888
23;68;0;2;0;60;2;1;1;2;1;0;1;2;0.37704918;0;0;64.501652
14;64;0;0;1;90;1;0;1;0;0;0;1;2;0.153846154;0;0;63.466461
29;95;0;2;1;91;1;1;1;2;1;0;1;1;0.315217391;0;0;73.323303
13;96;2;2;0;70;2;1;1;0;1;0;0;2;0.183098592;0;0;67.290277
13;87;0;1;1;72;2;2;2;0;1;0;1;1;0.178082192;0;0;67.15176
32;80;0;2;0;77;1;0;2;2;1;0;0;2;0.41025641;0;0;69.778351
27;78;0;1;1;77;2;0;2;1;1;0;2;2;0.346153846;0;1;70.009729
23;74;0;0;0;76;2;1;2;1;1;0;0;1;0.298701299;0;0;66.591486
18;68;0;2;0;72;2;0;2;2;1;0;0;2;0.246575342;0;0;62.969553
28;72;0;2;1;92;1;1;2;2;0;0;1;2;0.301075269;0;0;68.36613
25;84;2;2;1;64;2;0;1;2;0;0;0;1;0.384615385;0;0;66.761066
26;93;2;0;1;89;2;0;1;2;1;0;0;1;0.288888889;0;0;71.138562
25;79;2;1;1;54;2;1;1;2;2;0;2;0;0.454545455;0;0;66.807885
14;80;0;2;0;56;1;1;1;2;2;0;2;1;0.245614035;0;1;65.279897
23;96;2;2;0;81;2;1;1;2;2;0;2;1;0.280487805;0;0;70.42639
16;98;2;1;1;60;2;1;2;2;2;0;1;0;0.262295082;0;0;67.979513
17;65;2;0;1;66;2;1;0;0;1;1;2;1;0.253731343;0;0;62.268184
28;76;2;2;1;75;1;0;2;0;2;0;1;2;0.368421053;0;0;68.694191
21;65;2;0;1;91;0;1;2;0;2;0;1;1;0.22826087;0;0;66.031232
18;98;0;2;0;57;1;0;0;2;1;0;2;1;0.310344828;0;1;69.219929
20;83;2;1;0;51;1;2;2;2;1;0;1;1;0.384615385;0;0;65.760374
19;93;0;2;1;68;2;1;0;0;2;0;2;2;0.275362319;0;1;71.412079
17;91;2;2;1;66;2;3;2;1;2;0;0;2;0.253731343;0;0;68.905544
15;71;2;0;0;50;1;1;2;2;1;1;2;2;0.294117647;0;0;61.425409
21;89;1;1;1;65;2;2;1;1;1;0;0;2;0.318181818;0;0;69.435611
25;87;0;1;0;51;1;3;2;2;1;0;2;2;0.480769231;0;1;70.73081
22;98;2;2;0;58;2;0;2;2;1;0;1;2;0.372881356;0;0;68.74981
19;70;0;0;0;63;2;1;1;2;1;0;0;0;0.296875;0;0;63.416874
2;96;1;0;1;77;2;3;2;2;1;0;1;0;0.025641026;1;0;66.0509
23;94;2;1;1;91;0;1;2;2;1;0;1;2;0.25;0;0;71.505231
20;92;2;0;0;80;0;0;2;2;1;0;0;2;0.24691358;0;0;68.877398
35;86;1;2;0;59;2;2;1;1;2;0;0;1;0.583333333;0;0;71.846284
18;91;0;0;1;71;0;0;2;2;1;0;1;2;0.25;0;0;69.058093
18;71;2;0;1;81;2;1;1;0;2;0;1;2;0.219512195;0;0;66.121659
18;81;1;2;1;64;2;1;2;2;2;0;1;1;0.276923077;0;0;65.946212
25;74;1;0;1;94;0;0;1;2;2;0;1;1;0.263157895;0;0;68.651652
12;71;2;0;1;78;1;2;2;2;0;0;2;2;0.151898734;1;0;63.882516
12;82;1;2;0;98;2;0;1;0;1;0;1;1;0.121212121;0;0;65.225831
24;95;2;1;1;73;2;3;1;2;2;0;1;1;0.324324324;0;0;71.829207
26;90;2;2;1;98;2;0;1;1;0;1;2;1;0.262626263;0;0;69.462058
16;85;1;2;0;85;0;1;2;0;1;0;1;2;0.186046512;0;0;67.400722
23;94;0;2;0;55;0;2;2;2;2;1;1;2;0.410714286;0;0;69.794422
24;90;0;0;0;99;0;0;1;2;1;0;0;1;0.24;0;0;70.964498
22;64;2;0;0;66;1;1;2;2;1;0;0;2;0.328358209;0;0;63.510597
20;92;2;1;0;67;1;1;2;2;2;0;1;2;0.294117647;0;0;68.827313
17;62;0;1;1;54;1;2;2;0;1;0;0;2;0.309090909;0;0;63.063983
15;78;0;0;0;85;2;1;0;2;0;0;1;0;0.174418605;0;0;64.62232
15;97;2;0;0;90;0;2;0;0;1;0;1;2;0.164835165;1;0;71.276662
20;93;1;0;1;83;2;0;2;2;0;1;1;2;0.238095238;0;0;68.580329
19;92;1;0;1;68;2;2;2;2;1;0;1;2;0.275362319;1;0;70.202609
23;85;2;0;0;66;1;0;0;0;1;0;0;2;0.343283582;0;0;68.247352
16;85;2;2;1;86;1;3;2;2;2;0;1;2;0.183908046;0;0;68.441576
18;73;2;1;1;88;2;1;2;2;2;0;0;2;0.202247191;0;0;65.895884
17;73;0;2;0;90;0;1;1;2;2;0;1;2;0.186813187;0;0;66.099042
21;68;2;2;0;79;1;1;0;0;0;0;2;1;0.2625;0;0;63.939892
8;67;0;2;1;58;1;2;2;2;2;0;2;1;0.13559322;0;1;61.951753
10;85;0;2;1;64;1;2;0;2;1;0;2;2;0.153846154;0;1;66.608122
12;67;0;2;0;58;2;0;0;2;1;1;1;0;0.203389831;0;0;58.874501
17;68;1;0;1;87;0;0;1;2;2;1;0;2;0.193181818;0;0;64.421695
15;84;2;0;1;75;2;2;2;2;2;1;2;2;0.197368421;1;0;67.228655
23;62;2;0;0;93;0;2;1;2;2;0;0;2;0.244680851;1;0;66.610207
21;96;2;0;0;63;2;1;2;2;0;0;2;0;0.328125;0;0;67.90999
9;96;2;0;1;63;2;1;0;2;1;0;1;2;0.140625;0;0;66.653545
17;98;2;0;1;68;2;1;1;2;2;0;0;1;0.246376812;0;0;69.480514
14;79;2;2;0;74;2;1;2;2;1;0;1;2;0.186666667;0;0;63.881177
20;61;1;2;0;52;2;2;1;1;0;0;2;2;0.377358491;0;0;61.752067
21;65;0;0;0;88;1;2;1;2;1;0;1;2;0.235955056;1;0;66.497587
12;97;0;1;1;96;2;2;1;0;2;0;2;2;0.12371134;0;1;72.263044
13;94;2;2;1;91;1;3;1;2;1;0;1;2;0.141304348;0;0;69.230251
26;84;2;2;0;76;2;5;2;0;1;0;1;1;0.337662338;0;0;70.218993
16;81;2;2;1;57;0;1;2;2;2;0;1;2;0.275862069;0;0;65.471494
11;79;2;2;0;71;1;1;2;2;2;0;0;1;0.152777778;0;0;63.001839
19;60;2;0;1;72;0;3;1;0;2;0;1;1;0.260273973;1;0;65.141563
22;92;0;0;0;65;2;0;2;0;2;0;1;1;0.333333333;0;0;69.739765
22;61;1;0;1;76;2;1;0;2;2;0;0;2;0.285714286;0;0;64.964674
11;96;2;0;0;66;0;2;1;2;1;0;1;1;0.164179104;1;0;67.589988
22;64;2;2;0;65;1;2;2;2;1;0;2;2;0.333333333;0;0;63.475501
20;67;0;0;0;59;1;1;2;2;0;0;0;2;0.333333333;0;0;63.403625
9;75;0;1;0;61;0;3;2;2;1;0;1;2;0.14516129;0;0;63.225333
28;66;0;2;1;73;2;2;1;2;2;0;0;2;0.378378378;0;0;67.642617
17;96;0;0;0;61;1;1;1;0;2;0;0;1;0.274193548;0;0;69.544693
17;69;2;2;1;54;0;1;0;1;1;0;1;2;0.309090909;0;0;63.218704
24;98;1;2;1;53;2;1;2;1;1;0;1;2;0.444444444;0;0;70.781205
26;73;0;0;0;75;1;3;1;2;2;0;0;2;0.342105263;1;0;69.765221
16;91;2;2;0;63;0;2;2;0;1;0;0;2;0.25;0;0;67.480129
20;83;0;1;1;66;2;1;0;2;1;1;0;2;0.298507463;0;0;66.984008
23;72;1;2;1;66;1;3;1;2;2;0;2;2;0.343283582;0;0;67.45397
26;93;2;2;0;88;2;1;2;0;1;1;0;2;0.292134831;0;0;70.382911
20;89;0;2;1;71;2;1;2;2;0;0;2;0;0.277777778;0;1;68.306814
23;89;1;2;0;88;0;1;0;2;1;0;2;2;0.258426966;0;0;70.168461
22;65;2;1;1;88;1;2;2;2;2;0;0;2;0.247191011;0;0;66.062519
16;74;2;1;1;87;2;0;1;1;2;0;0;2;0.181818182;0;0;65.395392
23;87;0;0;0;56;2;1;2;0;2;0;2;1;0.403508772;0;1;70.111094
26;88;1;1;0;67;1;0;1;1;2;0;1;0;0.382352941;0;0;69.110357
22;76;2;2;0;82;0;0;2;0;1;0;1;2;0.265060241;0;0;66.36262
17;96;0;2;1;60;1;0;1;2;1;1;0;2;0.278688525;0;0;67.698654
22;90;2;1;1;72;2;0;1;2;1;0;0;2;0.301369863;0;0;68.750593
14;81;2;2;1;58;0;3;1;0;0;0;2;1;0.237288136;0;0;64.978506
34;74;0;1;1;76;2;2;1;0;2;0;0;2;0.441558442;0;0;71.872032
18;83;0;2;0;80;0;1;0;0;2;0;0;2;0.222222222;0;0;68.385759
12;76;2;1;1;51;2;0;1;2;1;0;1;2;0.230769231;0;0;62.118035
24;71;2;2;1;96;2;2;1;2;0;0;1;2;0.24742268;0;0;66.908282
13;89;0;0;0;59;1;0;1;0;1;0;2;1;0.216666667;0;1;67.012796
9;89;1;0;1;91;2;1;0;1;1;0;2;2;0.097826087;0;0;67.443396
27;73;1;2;0;91;2;2;0;2;1;0;0;0;0.293478261;0;0;67.293086
19;67;2;1;0;61;0;1;2;2;1;0;0;1;0.306451613;0;0;62.390314
13;93;1;2;0;96;0;2;0;2;0;0;1;2;0.134020619;0;0;68.390357
14;94;1;2;1;76;2;0;1;1;1;0;1;2;0.181818182;0;0;67.834069
23;78;0;0;0;80;2;0;1;2;1;0;1;2;0.283950617;0;0;67.564814
29;76;2;0;1;93;1;0;2;0;2;0;0;1;0.308510638;0;0;69.884671
39;95;2;0;1;54;0;2;2;2;2;0;1;1;0.709090909;1;0;76.096588
11;92;0;2;1;82;0;4;2;2;0;0;2;2;0.13253012;0;1;69.510367
7;94;2;1;1;57;0;2;2;2;0;0;2;2;0.120689655;0;0;65.147493
22;82;0;2;0;68;0;2;1;2;1;0;2;2;0.31884058;0;1;69.153118
7;75;2;0;1;76;2;0;2;1;2;0;0;1;0.090909091;0;0;62.131436
16;81;0;2;1;66;2;3;0;0;2;0;1;2;0.23880597;0;0;67.938284
19;69;2;2;1;55;1;1;1;2;2;0;0;2;0.339285714;0;0;63.773726
23;82;1;2;1;86;2;0;0;2;1;0;1;2;0.264367816;0;0;68.418736
19;75;2;0;1;83;0;2;0;2;1;0;1;2;0.226190476;1;0;67.800113
18;84;0;0;0;94;2;3;0;2;1;0;1;2;0.189473684;1;0;70.121095
14;62;2;0;1;63;2;2;1;2;2;0;0;1;0.21875;1;0;62.295235
19;70;0;1;0;66;2;1;0;1;1;0;0;1;0.28358209;0;0;64.114581
26;61;1;0;1;91;2;0;0;0;2;0;0;2;0.282608696;0;0;66.893543
28;89;1;0;1;79;0;0;1;2;2;0;0;1;0.35;0;0;71.656301
22;78;2;2;1;96;2;0;1;2;1;0;1;1;0.226804124;0;0;66.884003
18;61;2;1;1;91;0;3;2;0;2;0;0;1;0.195652174;0;0;64.916017
18;96;0;2;1;65;1;3;2;2;2;0;0;1;0.272727273;0;0;70.31615
21;87;1;1;1;82;2;0;2;0;1;0;2;2;0.253012048;0;0;69.247441
23;81;0;1;1;94;0;1;2;0;1;0;0;2;0.242105263;0;0;70.23609
15;77;0;2;1;65;1;2;1;2;2;1;2;2;0.227272727;0;1;66.116704
15;64;0;2;0;78;2;2;1;2;2;0;1;1;0.189873418;0;0;62.760231
14;86;1;1;1;90;1;0;1;2;1;0;1;2;0.153846154;0;0;67.197161
20;75;1;2;0;76;2;3;0;0;0;0;0;2;0.25974026;0;0;66.312051
24;80;2;0;0;66;0;1;2;2;1;0;0;1;0.358208955;0;0;66.946888
30;64;2;2;0;86;1;1;2;2;2;0;2;0;0.344827586;0;0;65.899614
19;97;0;2;1;60;0;3;2;2;0;0;2;1;0.31147541;0;1;70.780533
20;70;2;2;0;70;2;0;1;2;1;0;2;2;0.281690141;0;0;63.383195
13;98;0;1;1;81;2;1;2;1;0;0;2;2;0.158536585;0;1;70.079066
24;84;1;0;1;93;0;2;1;2;1;0;1;2;0.255319149;1;0;71.754192
22;71;0;2;1;63;2;2;2;0;0;0;1;1;0.34375;0;0;65.3377
14;89;2;2;1;59;0;1;1;2;1;0;0;2;0.233333333;0;0;66.082504
19;71;2;2;0;57;2;2;2;0;2;0;1;1;0.327586207;0;0;63.909828
11;84;0;2;1;76;0;3;1;0;0;0;1;1;0.142857143;0;0;66.274899
10;85;1;1;1;53;0;1;1;2;1;1;1;1;0.185185185;0;0;63.250007
17;83;2;2;1;89;0;0;1;2;2;0;2;2;0.188888889;0;0;67.510994
15;77;1;2;1;95;1;4;1;2;2;0;1;1;0.15625;0;0;67.507171
